Cars-Direction-1,Cars-Direction-2,Cars-Total,Date,Day-Of-Week,Hour
194,236,430,2019-07-15,1,21
122,132,254,2019-07-15,1,22
83,75,158,2019-07-15,1,23
30,34,64,2019-07-15,1,24
5,15,20,2019-07-16,2,1
11,12,23,2019-07-16,2,2
12,17,29,2019-07-16,2,3
4,17,21,2019-07-16,2,4
47,33,80,2019-07-16,2,5
163,139,302,2019-07-16,2,6
456,336,792,2019-07-16,2,7
581,367,948,2019-07-16,2,8
453,369,822,2019-07-16,2,9
539,510,1049,2019-07-16,2,10
583,627,1210,2019-07-16,2,11
622,575,1197,2019-07-16,2,12
541,563,1104,2019-07-16,2,13
560,572,1132,2019-07-16,2,14
597,544,1141,2019-07-16,2,15
617,617,1234,2019-07-16,2,16
759,687,1446,2019-07-16,2,17
569,623,1192,2019-07-16,2,18
423,582,1005,2019-07-16,2,19
309,316,625,2019-07-16,2,20
223,268,491,2019-07-16,2,21
141,211,352,2019-07-16,2,22
95,115,210,2019-07-16,2,23
37,65,102,2019-07-16,2,24
16,30,46,2019-07-17,3,1
9,7,16,2019-07-17,3,2
10,10,20,2019-07-17,3,3
7,12,19,2019-07-17,3,4
45,38,83,2019-07-17,3,5
185,130,315,2019-07-17,3,6
426,313,739,2019-07-17,3,7
561,387,948,2019-07-17,3,8
455,355,810,2019-07-17,3,9
554,462,1016,2019-07-17,3,10
616,601,1217,2019-07-17,3,11
592,610,1202,2019-07-17,3,12
579,572,1151,2019-07-17,3,13
545,559,1104,2019-07-17,3,14
577,631,1208,2019-07-17,3,15
603,670,1273,2019-07-17,3,16
742,727,1469,2019-07-17,3,17
561,616,1177,2019-07-17,3,18
409,479,888,2019-07-17,3,19
325,358,683,2019-07-17,3,20
230,267,497,2019-07-17,3,21
168,182,350,2019-07-17,3,22
85,131,216,2019-07-17,3,23
36,60,96,2019-07-17,3,24
17,32,49,2019-07-18,4,1
22,16,38,2019-07-18,4,2
14,17,31,2019-07-18,4,3
20,17,37,2019-07-18,4,4
44,36,80,2019-07-18,4,5
174,138,312,2019-07-18,4,6
433,314,747,2019-07-18,4,7
564,393,957,2019-07-18,4,8
460,379,839,2019-07-18,4,9
587,514,1101,2019-07-18,4,10
679,508,1187,2019-07-18,4,11
567,547,1114,2019-07-18,4,12
528,542,1070,2019-07-18,4,13
539,543,1082,2019-07-18,4,14
602,536,1138,2019-07-18,4,15
620,609,1229,2019-07-18,4,16
734,687,1421,2019-07-18,4,17
539,632,1171,2019-07-18,4,18
413,534,947,2019-07-18,4,19
288,321,609,2019-07-18,4,20
223,251,474,2019-07-18,4,21
126,185,311,2019-07-18,4,22
102,156,258,2019-07-18,4,23
50,61,111,2019-07-18,4,24
21,30,51,2019-07-19,5,1
4,17,21,2019-07-19,5,2
7,19,26,2019-07-19,5,3
8,18,26,2019-07-19,5,4
46,38,84,2019-07-19,5,5
177,143,320,2019-07-19,5,6
383,273,656,2019-07-19,5,7
512,353,865,2019-07-19,5,8
463,390,853,2019-07-19,5,9
514,517,1031,2019-07-19,5,10
591,567,1158,2019-07-19,5,11
619,650,1269,2019-07-19,5,12
667,767,1434,2019-07-19,5,13
655,599,1254,2019-07-19,5,14
676,643,1319,2019-07-19,5,15
629,645,1274,2019-07-19,5,16
610,662,1272,2019-07-19,5,17
550,603,1153,2019-07-19,5,18
472,569,1041,2019-07-19,5,19
330,407,737,2019-07-19,5,20
205,270,475,2019-07-19,5,21
144,207,351,2019-07-19,5,22
121,158,279,2019-07-19,5,23
78,78,156,2019-07-19,5,24
45,52,97,2019-07-20,6,1
31,34,65,2019-07-20,6,2
19,17,36,2019-07-20,6,3
17,19,36,2019-07-20,6,4
24,22,46,2019-07-20,6,5
74,56,130,2019-07-20,6,6
71,75,146,2019-07-20,6,7
171,131,302,2019-07-20,6,8
287,210,497,2019-07-20,6,9
430,389,819,2019-07-20,6,10
584,577,1161,2019-07-20,6,11
582,627,1209,2019-07-20,6,12
578,624,1202,2019-07-20,6,13
504,560,1064,2019-07-20,6,14
488,505,993,2019-07-20,6,15
434,483,917,2019-07-20,6,16
408,501,909,2019-07-20,6,17
380,529,909,2019-07-20,6,18
319,353,672,2019-07-20,6,19
231,294,525,2019-07-20,6,20
157,194,351,2019-07-20,6,21
115,169,284,2019-07-20,6,22
142,137,279,2019-07-20,6,23
83,85,168,2019-07-20,6,24
58,61,119,2019-07-21,7,1
42,34,76,2019-07-21,7,2
36,37,73,2019-07-21,7,3
30,20,50,2019-07-21,7,4
26,20,46,2019-07-21,7,5
54,48,102,2019-07-21,7,6
33,55,88,2019-07-21,7,7
64,56,120,2019-07-21,7,8
128,109,237,2019-07-21,7,9
259,211,470,2019-07-21,7,10
391,336,727,2019-07-21,7,11
465,422,887,2019-07-21,7,12
465,445,910,2019-07-21,7,13
493,486,979,2019-07-21,7,14
494,487,981,2019-07-21,7,15
433,534,967,2019-07-21,7,16
411,486,897,2019-07-21,7,17
412,461,873,2019-07-21,7,18
343,373,716,2019-07-21,7,19
237,261,498,2019-07-21,7,20
156,200,356,2019-07-21,7,21
106,128,234,2019-07-21,7,22
73,93,166,2019-07-21,7,23
18,35,53,2019-07-21,7,24
7,24,31,2019-07-22,1,1
9,12,21,2019-07-22,1,2
7,11,18,2019-07-22,1,3
13,13,26,2019-07-22,1,4
53,36,89,2019-07-22,1,5
186,150,336,2019-07-22,1,6
420,324,744,2019-07-22,1,7
532,387,919,2019-07-22,1,8
454,402,856,2019-07-22,1,9
561,485,1046,2019-07-22,1,10
605,571,1176,2019-07-22,1,11
576,622,1198,2019-07-22,1,12
567,591,1158,2019-07-22,1,13
598,560,1158,2019-07-22,1,14
552,573,1125,2019-07-22,1,15
577,616,1193,2019-07-22,1,16
709,723,1432,2019-07-22,1,17
540,584,1124,2019-07-22,1,18
392,481,873,2019-07-22,1,19
235,274,509,2019-07-22,1,20
171,197,368,2019-07-22,1,21
110,119,229,2019-07-22,1,22
69,84,153,2019-07-22,1,23
29,44,73,2019-07-22,1,24
18,22,40,2019-07-23,2,1
12,10,22,2019-07-23,2,2
10,8,18,2019-07-23,2,3
9,22,31,2019-07-23,2,4
52,32,84,2019-07-23,2,5
173,127,300,2019-07-23,2,6
433,294,727,2019-07-23,2,7
526,395,921,2019-07-23,2,8
469,401,870,2019-07-23,2,9
563,501,1064,2019-07-23,2,10
660,595,1255,2019-07-23,2,11
613,558,1171,2019-07-23,2,12
569,505,1074,2019-07-23,2,13
614,532,1146,2019-07-23,2,14
542,586,1128,2019-07-23,2,15
579,629,1208,2019-07-23,2,16
645,655,1300,2019-07-23,2,17
504,726,1230,2019-07-23,2,18
411,573,984,2019-07-23,2,19
327,355,682,2019-07-23,2,20
203,258,461,2019-07-23,2,21
117,214,331,2019-07-23,2,22
88,124,212,2019-07-23,2,23
39,48,87,2019-07-23,2,24
17,39,56,2019-07-24,3,1
11,10,21,2019-07-24,3,2
8,10,18,2019-07-24,3,3
13,26,39,2019-07-24,3,4
61,39,100,2019-07-24,3,5
179,124,303,2019-07-24,3,6
422,304,726,2019-07-24,3,7
537,376,913,2019-07-24,3,8
501,413,914,2019-07-24,3,9
601,479,1080,2019-07-24,3,10
713,566,1279,2019-07-24,3,11
612,543,1155,2019-07-24,3,12
640,563,1203,2019-07-24,3,13
576,594,1170,2019-07-24,3,14
552,574,1126,2019-07-24,3,15
602,676,1278,2019-07-24,3,16
634,719,1353,2019-07-24,3,17
544,654,1198,2019-07-24,3,18
431,592,1023,2019-07-24,3,19
335,360,695,2019-07-24,3,20
199,242,441,2019-07-24,3,21
152,160,312,2019-07-24,3,22
86,100,186,2019-07-24,3,23
42,61,103,2019-07-24,3,24
26,31,57,2019-07-25,4,1
14,15,29,2019-07-25,4,2
13,15,28,2019-07-25,4,3
14,22,36,2019-07-25,4,4
49,27,76,2019-07-25,4,5
174,142,316,2019-07-25,4,6
400,299,699,2019-07-25,4,7
532,361,893,2019-07-25,4,8
486,405,891,2019-07-25,4,9
558,487,1045,2019-07-25,4,10
645,515,1160,2019-07-25,4,11
604,538,1142,2019-07-25,4,12
590,544,1134,2019-07-25,4,13
597,556,1153,2019-07-25,4,14
576,574,1150,2019-07-25,4,15
668,650,1318,2019-07-25,4,16
620,725,1345,2019-07-25,4,17
591,721,1312,2019-07-25,4,18
464,606,1070,2019-07-25,4,19
343,487,830,2019-07-25,4,20
244,347,591,2019-07-25,4,21
176,287,463,2019-07-25,4,22
95,237,332,2019-07-25,4,23
51,119,170,2019-07-25,4,24
25,43,68,2019-07-26,5,1
7,13,20,2019-07-26,5,2
14,9,23,2019-07-26,5,3
6,22,28,2019-07-26,5,4
53,39,92,2019-07-26,5,5
180,149,329,2019-07-26,5,6
374,295,669,2019-07-26,5,7
490,340,830,2019-07-26,5,8
471,377,848,2019-07-26,5,9
556,510,1066,2019-07-26,5,10
657,650,1307,2019-07-26,5,11
668,676,1344,2019-07-26,5,12
682,651,1333,2019-07-26,5,13
614,764,1378,2019-07-26,5,14
598,643,1241,2019-07-26,5,15
567,607,1174,2019-07-26,5,16
565,605,1170,2019-07-26,5,17
510,582,1092,2019-07-26,5,18
423,551,974,2019-07-26,5,19
266,385,651,2019-07-26,5,20
224,267,491,2019-07-26,5,21
150,184,334,2019-07-26,5,22
102,127,229,2019-07-26,5,23
70,91,161,2019-07-26,5,24
44,61,105,2019-07-27,6,1
31,25,56,2019-07-27,6,2
18,24,42,2019-07-27,6,3
18,15,33,2019-07-27,6,4
20,21,41,2019-07-27,6,5
66,46,112,2019-07-27,6,6
65,86,151,2019-07-27,6,7
157,137,294,2019-07-27,6,8
294,260,554,2019-07-27,6,9
475,388,863,2019-07-27,6,10
607,506,1113,2019-07-27,6,11
620,597,1217,2019-07-27,6,12
653,529,1182,2019-07-27,6,13
583,578,1161,2019-07-27,6,14
578,516,1094,2019-07-27,6,15
461,468,929,2019-07-27,6,16
411,480,891,2019-07-27,6,17
433,512,945,2019-07-27,6,18
362,419,781,2019-07-27,6,19
280,316,596,2019-07-27,6,20
184,266,450,2019-07-27,6,21
127,161,288,2019-07-27,6,22
98,120,218,2019-07-27,6,23
72,104,176,2019-07-27,6,24
71,58,129,2019-07-28,7,1
39,50,89,2019-07-28,7,2
27,39,66,2019-07-28,7,3
23,31,54,2019-07-28,7,4
27,32,59,2019-07-28,7,5
56,49,105,2019-07-28,7,6
43,44,87,2019-07-28,7,7
67,64,131,2019-07-28,7,8
119,117,236,2019-07-28,7,9
235,235,470,2019-07-28,7,10
375,324,699,2019-07-28,7,11
430,414,844,2019-07-28,7,12
490,420,910,2019-07-28,7,13
444,470,914,2019-07-28,7,14
458,408,866,2019-07-28,7,15
441,428,869,2019-07-28,7,16
425,505,930,2019-07-28,7,17
386,540,926,2019-07-28,7,18
343,378,721,2019-07-28,7,19
285,305,590,2019-07-28,7,20
182,207,389,2019-07-28,7,21
129,186,315,2019-07-28,7,22
91,120,211,2019-07-28,7,23
35,53,88,2019-07-28,7,24
4,6,10,2019-07-29,1,1
7,16,23,2019-07-29,1,2
13,12,25,2019-07-29,1,3
11,17,28,2019-07-29,1,4
52,67,119,2019-07-29,1,5
197,145,342,2019-07-29,1,6
415,346,761,2019-07-29,1,7
540,388,928,2019-07-29,1,8
505,393,898,2019-07-29,1,9
540,547,1087,2019-07-29,1,10
601,580,1181,2019-07-29,1,11
561,530,1091,2019-07-29,1,12
589,532,1121,2019-07-29,1,13
543,509,1052,2019-07-29,1,14
565,530,1095,2019-07-29,1,15
602,655,1257,2019-07-29,1,16
666,740,1406,2019-07-29,1,17
522,599,1121,2019-07-29,1,18
370,548,918,2019-07-29,1,19
263,327,590,2019-07-29,1,20
177,242,419,2019-07-29,1,21
121,155,276,2019-07-29,1,22
88,83,171,2019-07-29,1,23
42,48,90,2019-07-29,1,24
18,19,37,2019-07-30,2,1
6,18,24,2019-07-30,2,2
11,12,23,2019-07-30,2,3
8,15,23,2019-07-30,2,4
48,32,80,2019-07-30,2,5
169,159,328,2019-07-30,2,6
443,325,768,2019-07-30,2,7
578,396,974,2019-07-30,2,8
520,371,891,2019-07-30,2,9
595,439,1034,2019-07-30,2,10
565,632,1197,2019-07-30,2,11
590,569,1159,2019-07-30,2,12
525,588,1113,2019-07-30,2,13
560,574,1134,2019-07-30,2,14
580,597,1177,2019-07-30,2,15
588,664,1252,2019-07-30,2,16
716,766,1482,2019-07-30,2,17
582,710,1292,2019-07-30,2,18
443,582,1025,2019-07-30,2,19
309,385,694,2019-07-30,2,20
196,228,424,2019-07-30,2,21
159,196,355,2019-07-30,2,22
86,130,216,2019-07-30,2,23
36,50,86,2019-07-30,2,24
25,27,52,2019-07-31,3,1
9,13,22,2019-07-31,3,2
12,10,22,2019-07-31,3,3
6,13,19,2019-07-31,3,4
47,36,83,2019-07-31,3,5
175,141,316,2019-07-31,3,6
425,307,732,2019-07-31,3,7
533,381,914,2019-07-31,3,8
490,381,871,2019-07-31,3,9
528,424,952,2019-07-31,3,10
573,567,1140,2019-07-31,3,11
572,628,1200,2019-07-31,3,12
557,652,1209,2019-07-31,3,13
546,599,1145,2019-07-31,3,14
559,633,1192,2019-07-31,3,15
531,698,1229,2019-07-31,3,16
694,705,1399,2019-07-31,3,17
570,600,1170,2019-07-31,3,18
515,484,999,2019-07-31,3,19
288,345,633,2019-07-31,3,20
190,243,433,2019-07-31,3,21
131,162,293,2019-07-31,3,22
81,141,222,2019-07-31,3,23
39,48,87,2019-07-31,3,24
17,26,43,2019-08-01,4,1
17,16,33,2019-08-01,4,2
12,10,22,2019-08-01,4,3
13,21,34,2019-08-01,4,4
47,34,81,2019-08-01,4,5
179,142,321,2019-08-01,4,6
417,325,742,2019-08-01,4,7
586,391,977,2019-08-01,4,8
461,414,875,2019-08-01,4,9
523,447,970,2019-08-01,4,10
617,537,1154,2019-08-01,4,11
570,586,1156,2019-08-01,4,12
544,569,1113,2019-08-01,4,13
484,527,1011,2019-08-01,4,14
584,607,1191,2019-08-01,4,15
620,644,1264,2019-08-01,4,16
747,778,1525,2019-08-01,4,17
544,628,1172,2019-08-01,4,18
419,484,903,2019-08-01,4,19
292,333,625,2019-08-01,4,20
201,246,447,2019-08-01,4,21
152,198,350,2019-08-01,4,22
100,121,221,2019-08-01,4,23
48,73,121,2019-08-01,4,24
23,42,65,2019-08-02,5,1
14,15,29,2019-08-02,5,2
12,14,26,2019-08-02,5,3
12,12,24,2019-08-02,5,4
51,36,87,2019-08-02,5,5
158,132,290,2019-08-02,5,6
390,307,697,2019-08-02,5,7
518,350,868,2019-08-02,5,8
449,368,817,2019-08-02,5,9
578,461,1039,2019-08-02,5,10
601,581,1182,2019-08-02,5,11
603,638,1241,2019-08-02,5,12
593,633,1226,2019-08-02,5,13
591,650,1241,2019-08-02,5,14
607,633,1240,2019-08-02,5,15
635,585,1220,2019-08-02,5,16
630,543,1173,2019-08-02,5,17
511,466,977,2019-08-02,5,18
374,471,845,2019-08-02,5,19
290,346,636,2019-08-02,5,20
200,264,464,2019-08-02,5,21
155,197,352,2019-08-02,5,22
101,195,296,2019-08-02,5,23
57,125,182,2019-08-02,5,24
48,63,111,2019-08-03,6,1
31,39,70,2019-08-03,6,2
23,20,43,2019-08-03,6,3
16,20,36,2019-08-03,6,4
27,22,49,2019-08-03,6,5
65,64,129,2019-08-03,6,6
87,61,148,2019-08-03,6,7
146,127,273,2019-08-03,6,8
262,237,499,2019-08-03,6,9
518,385,903,2019-08-03,6,10
646,537,1183,2019-08-03,6,11
618,503,1121,2019-08-03,6,12
624,499,1123,2019-08-03,6,13
608,465,1073,2019-08-03,6,14
618,445,1063,2019-08-03,6,15
516,559,1075,2019-08-03,6,16
500,566,1066,2019-08-03,6,17
461,521,982,2019-08-03,6,18
361,439,800,2019-08-03,6,19
273,278,551,2019-08-03,6,20
240,248,488,2019-08-03,6,21
148,278,426,2019-08-03,6,22
126,349,475,2019-08-03,6,23
81,186,267,2019-08-03,6,24
59,81,140,2019-08-04,7,1
47,52,99,2019-08-04,7,2
27,33,60,2019-08-04,7,3
26,29,55,2019-08-04,7,4
30,26,56,2019-08-04,7,5
50,52,102,2019-08-04,7,6
45,44,89,2019-08-04,7,7
68,70,138,2019-08-04,7,8
176,153,329,2019-08-04,7,9
289,303,592,2019-08-04,7,10
473,369,842,2019-08-04,7,11
571,384,955,2019-08-04,7,12
610,517,1127,2019-08-04,7,13
544,518,1062,2019-08-04,7,14
565,520,1085,2019-08-04,7,15
426,529,955,2019-08-04,7,16
436,581,1017,2019-08-04,7,17
376,619,995,2019-08-04,7,18
306,460,766,2019-08-04,7,19
292,302,594,2019-08-04,7,20
195,236,431,2019-08-04,7,21
152,190,342,2019-08-04,7,22
109,98,207,2019-08-04,7,23
29,200,229,2019-08-04,7,24
22,65,87,2019-08-05,1,1
12,20,32,2019-08-05,1,2
12,8,20,2019-08-05,1,3
16,13,29,2019-08-05,1,4
61,43,104,2019-08-05,1,5
166,138,304,2019-08-05,1,6
474,377,851,2019-08-05,1,7
611,410,1021,2019-08-05,1,8
534,392,926,2019-08-05,1,9
535,493,1028,2019-08-05,1,10
590,541,1131,2019-08-05,1,11
576,583,1159,2019-08-05,1,12
520,598,1118,2019-08-05,1,13
584,561,1145,2019-08-05,1,14
589,597,1186,2019-08-05,1,15
584,683,1267,2019-08-05,1,16
719,765,1484,2019-08-05,1,17
587,720,1307,2019-08-05,1,18
402,564,966,2019-08-05,1,19
284,310,594,2019-08-05,1,20
188,210,398,2019-08-05,1,21
171,170,341,2019-08-05,1,22
86,90,176,2019-08-05,1,23
32,41,73,2019-08-05,1,24
18,24,42,2019-08-06,2,1
10,20,30,2019-08-06,2,2
12,14,26,2019-08-06,2,3
16,22,38,2019-08-06,2,4
43,33,76,2019-08-06,2,5
181,142,323,2019-08-06,2,6
433,350,783,2019-08-06,2,7
596,442,1038,2019-08-06,2,8
518,456,974,2019-08-06,2,9
541,505,1046,2019-08-06,2,10
596,552,1148,2019-08-06,2,11
608,570,1178,2019-08-06,2,12
553,533,1086,2019-08-06,2,13
542,548,1090,2019-08-06,2,14
614,604,1218,2019-08-06,2,15
620,601,1221,2019-08-06,2,16
753,665,1418,2019-08-06,2,17
553,671,1224,2019-08-06,2,18
412,539,951,2019-08-06,2,19
286,354,640,2019-08-06,2,20
213,249,462,2019-08-06,2,21
164,187,351,2019-08-06,2,22
98,126,224,2019-08-06,2,23
44,41,85,2019-08-06,2,24
23,35,58,2019-08-07,3,1
27,21,48,2019-08-07,3,2
10,14,24,2019-08-07,3,3
9,18,27,2019-08-07,3,4
49,35,84,2019-08-07,3,5
175,149,324,2019-08-07,3,6
446,327,773,2019-08-07,3,7
618,443,1061,2019-08-07,3,8
571,412,983,2019-08-07,3,9
608,459,1067,2019-08-07,3,10
619,595,1214,2019-08-07,3,11
612,599,1211,2019-08-07,3,12
528,608,1136,2019-08-07,3,13
526,593,1119,2019-08-07,3,14
605,652,1257,2019-08-07,3,15
611,689,1300,2019-08-07,3,16
733,773,1506,2019-08-07,3,17
618,639,1257,2019-08-07,3,18
486,526,1012,2019-08-07,3,19
326,356,682,2019-08-07,3,20
218,241,459,2019-08-07,3,21
153,217,370,2019-08-07,3,22
89,166,255,2019-08-07,3,23
34,48,82,2019-08-07,3,24
30,25,55,2019-08-08,4,1
9,13,22,2019-08-08,4,2
10,11,21,2019-08-08,4,3
12,14,26,2019-08-08,4,4
39,31,70,2019-08-08,4,5
188,147,335,2019-08-08,4,6
452,361,813,2019-08-08,4,7
597,425,1022,2019-08-08,4,8
576,457,1033,2019-08-08,4,9
545,471,1016,2019-08-08,4,10
599,536,1135,2019-08-08,4,11
567,620,1187,2019-08-08,4,12
566,593,1159,2019-08-08,4,13
549,666,1215,2019-08-08,4,14
624,588,1212,2019-08-08,4,15
661,683,1344,2019-08-08,4,16
795,752,1547,2019-08-08,4,17
640,651,1291,2019-08-08,4,18
491,585,1076,2019-08-08,4,19
344,367,711,2019-08-08,4,20
236,237,473,2019-08-08,4,21
187,184,371,2019-08-08,4,22
106,128,234,2019-08-08,4,23
30,56,86,2019-08-08,4,24
22,29,51,2019-08-09,5,1
7,16,23,2019-08-09,5,2
17,10,27,2019-08-09,5,3
13,18,31,2019-08-09,5,4
41,30,71,2019-08-09,5,5
185,156,341,2019-08-09,5,6
393,302,695,2019-08-09,5,7
589,395,984,2019-08-09,5,8
559,405,964,2019-08-09,5,9
618,499,1117,2019-08-09,5,10
683,602,1285,2019-08-09,5,11
654,651,1305,2019-08-09,5,12
646,633,1279,2019-08-09,5,13
629,618,1247,2019-08-09,5,14
677,637,1314,2019-08-09,5,15
614,663,1277,2019-08-09,5,16
613,632,1245,2019-08-09,5,17
590,558,1148,2019-08-09,5,18
473,507,980,2019-08-09,5,19
348,328,676,2019-08-09,5,20
216,239,455,2019-08-09,5,21
145,164,309,2019-08-09,5,22
115,185,300,2019-08-09,5,23
56,141,197,2019-08-09,5,24
40,49,89,2019-08-10,6,1
30,32,62,2019-08-10,6,2
22,13,35,2019-08-10,6,3
13,19,32,2019-08-10,6,4
28,29,57,2019-08-10,6,5
51,53,104,2019-08-10,6,6
75,76,151,2019-08-10,6,7
162,146,308,2019-08-10,6,8
270,197,467,2019-08-10,6,9
441,392,833,2019-08-10,6,10
560,530,1090,2019-08-10,6,11
580,645,1225,2019-08-10,6,12
539,585,1124,2019-08-10,6,13
543,604,1147,2019-08-10,6,14
506,529,1035,2019-08-10,6,15
516,515,1031,2019-08-10,6,16
507,438,945,2019-08-10,6,17
436,411,847,2019-08-10,6,18
392,395,787,2019-08-10,6,19
281,321,602,2019-08-10,6,20
196,236,432,2019-08-10,6,21
151,158,309,2019-08-10,6,22
130,128,258,2019-08-10,6,23
89,92,181,2019-08-10,6,24
77,61,138,2019-08-11,7,1
46,38,84,2019-08-11,7,2
18,26,44,2019-08-11,7,3
15,19,34,2019-08-11,7,4
25,30,55,2019-08-11,7,5
63,43,106,2019-08-11,7,6
39,33,72,2019-08-11,7,7
79,79,158,2019-08-11,7,8
160,140,300,2019-08-11,7,9
321,287,608,2019-08-11,7,10
492,400,892,2019-08-11,7,11
552,478,1030,2019-08-11,7,12
685,508,1193,2019-08-11,7,13
604,508,1112,2019-08-11,7,14
600,512,1112,2019-08-11,7,15
520,562,1082,2019-08-11,7,16
491,536,1027,2019-08-11,7,17
420,553,973,2019-08-11,7,18
366,394,760,2019-08-11,7,19
245,343,588,2019-08-11,7,20
173,250,423,2019-08-11,7,21
120,265,385,2019-08-11,7,22
79,172,251,2019-08-11,7,23
23,52,75,2019-08-11,7,24
16,26,42,2019-08-12,1,1
6,26,32,2019-08-12,1,2
13,17,30,2019-08-12,1,3
16,12,28,2019-08-12,1,4
41,39,80,2019-08-12,1,5
233,181,414,2019-08-12,1,6
582,444,1026,2019-08-12,1,7
921,537,1458,2019-08-12,1,8
569,460,1029,2019-08-12,1,9
606,545,1151,2019-08-12,1,10
656,615,1271,2019-08-12,1,11
596,604,1200,2019-08-12,1,12
629,640,1269,2019-08-12,1,13
568,583,1151,2019-08-12,1,14
619,594,1213,2019-08-12,1,15
663,768,1431,2019-08-12,1,16
797,753,1550,2019-08-12,1,17
616,710,1326,2019-08-12,1,18
448,593,1041,2019-08-12,1,19
300,364,664,2019-08-12,1,20
211,252,463,2019-08-12,1,21
155,183,338,2019-08-12,1,22
71,84,155,2019-08-12,1,23
27,43,70,2019-08-12,1,24
27,27,54,2019-08-13,2,1
8,17,25,2019-08-13,2,2
11,16,27,2019-08-13,2,3
14,13,27,2019-08-13,2,4
46,47,93,2019-08-13,2,5
224,186,410,2019-08-13,2,6
599,399,998,2019-08-13,2,7
885,550,1435,2019-08-13,2,8
620,479,1099,2019-08-13,2,9
624,488,1112,2019-08-13,2,10
605,609,1214,2019-08-13,2,11
548,633,1181,2019-08-13,2,12
603,735,1338,2019-08-13,2,13
595,713,1308,2019-08-13,2,14
658,623,1281,2019-08-13,2,15
649,743,1392,2019-08-13,2,16
875,816,1691,2019-08-13,2,17
651,774,1425,2019-08-13,2,18
454,578,1032,2019-08-13,2,19
306,382,688,2019-08-13,2,20
214,272,486,2019-08-13,2,21
152,185,337,2019-08-13,2,22
66,113,179,2019-08-13,2,23
30,38,68,2019-08-13,2,24
24,16,40,2019-08-14,3,1
6,9,15,2019-08-14,3,2
10,10,20,2019-08-14,3,3
13,16,29,2019-08-14,3,4
42,35,77,2019-08-14,3,5
224,177,401,2019-08-14,3,6
606,360,966,2019-08-14,3,7
889,591,1480,2019-08-14,3,8
632,516,1148,2019-08-14,3,9
566,548,1114,2019-08-14,3,10
594,611,1205,2019-08-14,3,11
649,613,1262,2019-08-14,3,12
634,660,1294,2019-08-14,3,13
609,636,1245,2019-08-14,3,14
602,644,1246,2019-08-14,3,15
688,736,1424,2019-08-14,3,16
769,884,1653,2019-08-14,3,17
652,709,1361,2019-08-14,3,18
522,612,1134,2019-08-14,3,19
294,366,660,2019-08-14,3,20
223,265,488,2019-08-14,3,21
127,204,331,2019-08-14,3,22
91,99,190,2019-08-14,3,23
36,49,85,2019-08-14,3,24
25,28,53,2019-08-15,4,1
14,16,30,2019-08-15,4,2
7,8,15,2019-08-15,4,3
12,12,24,2019-08-15,4,4
51,32,83,2019-08-15,4,5
204,160,364,2019-08-15,4,6
582,411,993,2019-08-15,4,7
906,547,1453,2019-08-15,4,8
667,468,1135,2019-08-15,4,9
575,457,1032,2019-08-15,4,10
565,565,1130,2019-08-15,4,11
568,614,1182,2019-08-15,4,12
512,637,1149,2019-08-15,4,13
647,679,1326,2019-08-15,4,14
660,627,1287,2019-08-15,4,15
768,687,1455,2019-08-15,4,16
801,717,1518,2019-08-15,4,17
607,679,1286,2019-08-15,4,18
474,591,1065,2019-08-15,4,19
328,388,716,2019-08-15,4,20
209,262,471,2019-08-15,4,21
145,175,320,2019-08-15,4,22
110,123,233,2019-08-15,4,23
47,55,102,2019-08-15,4,24
18,28,46,2019-08-16,5,1
10,15,25,2019-08-16,5,2
10,10,20,2019-08-16,5,3
13,8,21,2019-08-16,5,4
46,36,82,2019-08-16,5,5
203,165,368,2019-08-16,5,6
544,355,899,2019-08-16,5,7
826,530,1356,2019-08-16,5,8
577,435,1012,2019-08-16,5,9
587,535,1122,2019-08-16,5,10
659,620,1279,2019-08-16,5,11
658,689,1347,2019-08-16,5,12
715,784,1499,2019-08-16,5,13
640,864,1504,2019-08-16,5,14
732,756,1488,2019-08-16,5,15
710,710,1420,2019-08-16,5,16
722,673,1395,2019-08-16,5,17
585,563,1148,2019-08-16,5,18
486,545,1031,2019-08-16,5,19
333,361,694,2019-08-16,5,20
255,279,534,2019-08-16,5,21
172,226,398,2019-08-16,5,22
126,158,284,2019-08-16,5,23
90,127,217,2019-08-16,5,24
52,53,105,2019-08-17,6,1
38,26,64,2019-08-17,6,2
19,30,49,2019-08-17,6,3
15,24,39,2019-08-17,6,4
20,23,43,2019-08-17,6,5
68,60,128,2019-08-17,6,6
98,67,165,2019-08-17,6,7
157,143,300,2019-08-17,6,8
303,221,524,2019-08-17,6,9
494,399,893,2019-08-17,6,10
597,539,1136,2019-08-17,6,11
627,626,1253,2019-08-17,6,12
575,614,1189,2019-08-17,6,13
476,541,1017,2019-08-17,6,14
481,568,1049,2019-08-17,6,15
482,535,1017,2019-08-17,6,16
439,443,882,2019-08-17,6,17
500,467,967,2019-08-17,6,18
359,419,778,2019-08-17,6,19
272,273,545,2019-08-17,6,20
192,235,427,2019-08-17,6,21
200,174,374,2019-08-17,6,22
102,141,243,2019-08-17,6,23
83,67,150,2019-08-17,6,24
63,64,127,2019-08-18,7,1
47,44,91,2019-08-18,7,2
34,32,66,2019-08-18,7,3
17,29,46,2019-08-18,7,4
22,24,46,2019-08-18,7,5
50,42,92,2019-08-18,7,6
60,56,116,2019-08-18,7,7
56,66,122,2019-08-18,7,8
