Cars-Direction-1,Cars-Direction-2,Cars-Total,Date,Day-Of-Week,Hour
502,365,867,2019-12-10,2,7
826,532,1358,2019-12-10,2,8
544,422,966,2019-12-10,2,9
474,437,911,2019-12-10,2,10
511,486,997,2019-12-10,2,11
476,460,936,2019-12-10,2,12
490,507,997,2019-12-10,2,13
499,596,1095,2019-12-10,2,14
587,623,1210,2019-12-10,2,15
596,650,1246,2019-12-10,2,16
666,644,1310,2019-12-10,2,17
489,627,1116,2019-12-10,2,18
354,441,795,2019-12-10,2,19
217,254,471,2019-12-10,2,20
139,196,335,2019-12-10,2,21
118,108,226,2019-12-10,2,22
90,92,182,2019-12-10,2,23
32,29,61,2019-12-10,2,24
14,21,35,2019-12-11,3,1
4,6,10,2019-12-11,3,2
9,6,15,2019-12-11,3,3
7,9,16,2019-12-11,3,4
30,39,69,2019-12-11,3,5
196,131,327,2019-12-11,3,6
506,339,845,2019-12-11,3,7
796,545,1341,2019-12-11,3,8
568,393,961,2019-12-11,3,9
498,409,907,2019-12-11,3,10
455,467,922,2019-12-11,3,11
507,477,984,2019-12-11,3,12
467,523,990,2019-12-11,3,13
471,569,1040,2019-12-11,3,14
447,567,1014,2019-12-11,3,15
543,626,1169,2019-12-11,3,16
609,692,1301,2019-12-11,3,17
483,588,1071,2019-12-11,3,18
355,471,826,2019-12-11,3,19
234,249,483,2019-12-11,3,20
146,194,340,2019-12-11,3,21
111,148,259,2019-12-11,3,22
61,91,152,2019-12-11,3,23
29,36,65,2019-12-11,3,24
25,30,55,2019-12-12,4,1
11,22,33,2019-12-12,4,2
11,12,23,2019-12-12,4,3
10,9,19,2019-12-12,4,4
38,42,80,2019-12-12,4,5
166,120,286,2019-12-12,4,6
505,374,879,2019-12-12,4,7
825,547,1372,2019-12-12,4,8
571,424,995,2019-12-12,4,9
547,421,968,2019-12-12,4,10
515,463,978,2019-12-12,4,11
502,521,1023,2019-12-12,4,12
475,554,1029,2019-12-12,4,13
466,625,1091,2019-12-12,4,14
497,552,1049,2019-12-12,4,15
631,643,1274,2019-12-12,4,16
716,727,1443,2019-12-12,4,17
525,632,1157,2019-12-12,4,18
329,495,824,2019-12-12,4,19
233,305,538,2019-12-12,4,20
129,228,357,2019-12-12,4,21
122,181,303,2019-12-12,4,22
109,113,222,2019-12-12,4,23
48,47,95,2019-12-12,4,24
28,19,47,2019-12-13,5,1
14,12,26,2019-12-13,5,2
7,11,18,2019-12-13,5,3
14,19,33,2019-12-13,5,4
40,35,75,2019-12-13,5,5
164,118,282,2019-12-13,5,6
472,275,747,2019-12-13,5,7
719,479,1198,2019-12-13,5,8
551,418,969,2019-12-13,5,9
463,423,886,2019-12-13,5,10
491,470,961,2019-12-13,5,11
475,543,1018,2019-12-13,5,12
567,667,1234,2019-12-13,5,13
628,706,1334,2019-12-13,5,14
593,701,1294,2019-12-13,5,15
507,645,1152,2019-12-13,5,16
547,574,1121,2019-12-13,5,17
459,495,954,2019-12-13,5,18
384,422,806,2019-12-13,5,19
250,233,483,2019-12-13,5,20
138,170,308,2019-12-13,5,21
96,165,261,2019-12-13,5,22
101,133,234,2019-12-13,5,23
77,115,192,2019-12-13,5,24
54,78,132,2019-12-14,6,1
39,33,72,2019-12-14,6,2
23,30,53,2019-12-14,6,3
25,24,49,2019-12-14,6,4
39,34,73,2019-12-14,6,5
64,48,112,2019-12-14,6,6
70,59,129,2019-12-14,6,7
115,93,208,2019-12-14,6,8
235,155,390,2019-12-14,6,9
311,265,576,2019-12-14,6,10
442,375,817,2019-12-14,6,11
455,461,916,2019-12-14,6,12
421,402,823,2019-12-14,6,13
385,421,806,2019-12-14,6,14
360,396,756,2019-12-14,6,15
321,398,719,2019-12-14,6,16
306,367,673,2019-12-14,6,17
345,312,657,2019-12-14,6,18
294,280,574,2019-12-14,6,19
175,218,393,2019-12-14,6,20
130,132,262,2019-12-14,6,21
68,105,173,2019-12-14,6,22
75,91,166,2019-12-14,6,23
68,71,139,2019-12-14,6,24
51,50,101,2019-12-15,7,1
39,41,80,2019-12-15,7,2
27,19,46,2019-12-15,7,3
14,18,32,2019-12-15,7,4
15,18,33,2019-12-15,7,5
48,35,83,2019-12-15,7,6
34,30,64,2019-12-15,7,7
32,43,75,2019-12-15,7,8
83,61,144,2019-12-15,7,9
160,162,322,2019-12-15,7,10
226,227,453,2019-12-15,7,11
283,316,599,2019-12-15,7,12
369,304,673,2019-12-15,7,13
337,306,643,2019-12-15,7,14
430,408,838,2019-12-15,7,15
433,374,807,2019-12-15,7,16
329,354,683,2019-12-15,7,17
320,285,605,2019-12-15,7,18
197,219,416,2019-12-15,7,19
148,190,338,2019-12-15,7,20
109,156,265,2019-12-15,7,21
65,83,148,2019-12-15,7,22
46,50,96,2019-12-15,7,23
16,26,42,2019-12-15,7,24
9,17,26,2019-12-16,1,1
6,8,14,2019-12-16,1,2
9,9,18,2019-12-16,1,3
7,11,18,2019-12-16,1,4
42,34,76,2019-12-16,1,5
177,137,314,2019-12-16,1,6
511,383,894,2019-12-16,1,7
787,530,1317,2019-12-16,1,8
566,420,986,2019-12-16,1,9
518,437,955,2019-12-16,1,10
522,494,1016,2019-12-16,1,11
501,548,1049,2019-12-16,1,12
466,536,1002,2019-12-16,1,13
507,567,1074,2019-12-16,1,14
504,500,1004,2019-12-16,1,15
603,658,1261,2019-12-16,1,16
675,713,1388,2019-12-16,1,17
472,611,1083,2019-12-16,1,18
334,465,799,2019-12-16,1,19
221,275,496,2019-12-16,1,20
150,153,303,2019-12-16,1,21
85,96,181,2019-12-16,1,22
44,87,131,2019-12-16,1,23
33,37,70,2019-12-16,1,24
6,22,28,2019-12-17,2,1
6,9,15,2019-12-17,2,2
12,10,22,2019-12-17,2,3
12,14,26,2019-12-17,2,4
29,31,60,2019-12-17,2,5
180,126,306,2019-12-17,2,6
493,365,858,2019-12-17,2,7
727,512,1239,2019-12-17,2,8
569,387,956,2019-12-17,2,9
491,438,929,2019-12-17,2,10
504,462,966,2019-12-17,2,11
497,488,985,2019-12-17,2,12
447,557,1004,2019-12-17,2,13
509,620,1129,2019-12-17,2,14
629,540,1169,2019-12-17,2,15
560,673,1233,2019-12-17,2,16
660,721,1381,2019-12-17,2,17
495,638,1133,2019-12-17,2,18
339,470,809,2019-12-17,2,19
214,270,484,2019-12-17,2,20
121,183,304,2019-12-17,2,21
101,132,233,2019-12-17,2,22
62,81,143,2019-12-17,2,23
34,58,92,2019-12-17,2,24
15,15,30,2019-12-18,3,1
9,10,19,2019-12-18,3,2
11,7,18,2019-12-18,3,3
10,13,23,2019-12-18,3,4
37,39,76,2019-12-18,3,5
185,123,308,2019-12-18,3,6
466,324,790,2019-12-18,3,7
768,530,1298,2019-12-18,3,8
568,402,970,2019-12-18,3,9
544,456,1000,2019-12-18,3,10
527,492,1019,2019-12-18,3,11
548,568,1116,2019-12-18,3,12
515,571,1086,2019-12-18,3,13
486,576,1062,2019-12-18,3,14
511,663,1174,2019-12-18,3,15
574,687,1261,2019-12-18,3,16
657,717,1374,2019-12-18,3,17
465,538,1003,2019-12-18,3,18
338,487,825,2019-12-18,3,19
233,240,473,2019-12-18,3,20
138,191,329,2019-12-18,3,21
107,151,258,2019-12-18,3,22
79,73,152,2019-12-18,3,23
38,47,85,2019-12-18,3,24
23,25,48,2019-12-19,4,1
8,10,18,2019-12-19,4,2
6,7,13,2019-12-19,4,3
11,11,22,2019-12-19,4,4
39,38,77,2019-12-19,4,5
166,112,278,2019-12-19,4,6
428,318,746,2019-12-19,4,7
740,490,1230,2019-12-19,4,8
529,409,938,2019-12-19,4,9
527,439,966,2019-12-19,4,10
515,495,1010,2019-12-19,4,11
493,522,1015,2019-12-19,4,12
502,549,1051,2019-12-19,4,13
522,596,1118,2019-12-19,4,14
546,570,1116,2019-12-19,4,15
624,623,1247,2019-12-19,4,16
603,684,1287,2019-12-19,4,17
490,576,1066,2019-12-19,4,18
334,461,795,2019-12-19,4,19
249,307,556,2019-12-19,4,20
156,210,366,2019-12-19,4,21
126,145,271,2019-12-19,4,22
86,119,205,2019-12-19,4,23
50,65,115,2019-12-19,4,24
13,23,36,2019-12-20,5,1
14,19,33,2019-12-20,5,2
24,19,43,2019-12-20,5,3
28,22,50,2019-12-20,5,4
42,43,85,2019-12-20,5,5
151,97,248,2019-12-20,5,6
361,274,635,2019-12-20,5,7
677,464,1141,2019-12-20,5,8
475,387,862,2019-12-20,5,9
538,421,959,2019-12-20,5,10
582,503,1085,2019-12-20,5,11
553,621,1174,2019-12-20,5,12
602,686,1288,2019-12-20,5,13
543,637,1180,2019-12-20,5,14
564,621,1185,2019-12-20,5,15
557,554,1111,2019-12-20,5,16
513,523,1036,2019-12-20,5,17
479,522,1001,2019-12-20,5,18
289,396,685,2019-12-20,5,19
217,247,464,2019-12-20,5,20
130,177,307,2019-12-20,5,21
92,135,227,2019-12-20,5,22
73,120,193,2019-12-20,5,23
87,73,160,2019-12-20,5,24
41,47,88,2019-12-21,6,1
23,26,49,2019-12-21,6,2
7,17,24,2019-12-21,6,3
15,14,29,2019-12-21,6,4
22,26,48,2019-12-21,6,5
69,53,122,2019-12-21,6,6
64,53,117,2019-12-21,6,7
121,81,202,2019-12-21,6,8
226,195,421,2019-12-21,6,9
333,269,602,2019-12-21,6,10
496,408,904,2019-12-21,6,11
469,459,928,2019-12-21,6,12
426,449,875,2019-12-21,6,13
378,483,861,2019-12-21,6,14
397,387,784,2019-12-21,6,15
354,411,765,2019-12-21,6,16
334,356,690,2019-12-21,6,17
318,295,613,2019-12-21,6,18
207,296,503,2019-12-21,6,19
158,196,354,2019-12-21,6,20
108,146,254,2019-12-21,6,21
79,115,194,2019-12-21,6,22
57,74,131,2019-12-21,6,23
50,60,110,2019-12-21,6,24
34,41,75,2019-12-22,7,1
38,31,69,2019-12-22,7,2
16,26,42,2019-12-22,7,3
21,19,40,2019-12-22,7,4
10,12,22,2019-12-22,7,5
43,29,72,2019-12-22,7,6
30,47,77,2019-12-22,7,7
34,42,76,2019-12-22,7,8
64,62,126,2019-12-22,7,9
165,153,318,2019-12-22,7,10
221,213,434,2019-12-22,7,11
354,236,590,2019-12-22,7,12
412,282,694,2019-12-22,7,13
390,381,771,2019-12-22,7,14
429,446,875,2019-12-22,7,15
343,372,715,2019-12-22,7,16
301,450,751,2019-12-22,7,17
303,371,674,2019-12-22,7,18
185,269,454,2019-12-22,7,19
154,192,346,2019-12-22,7,20
106,134,240,2019-12-22,7,21
64,107,171,2019-12-22,7,22
51,59,110,2019-12-22,7,23
31,42,73,2019-12-22,7,24
19,29,48,2019-12-23,1,1
11,10,21,2019-12-23,1,2
10,14,24,2019-12-23,1,3
13,12,25,2019-12-23,1,4
27,25,52,2019-12-23,1,5
82,64,146,2019-12-23,1,6
199,125,324,2019-12-23,1,7
309,214,523,2019-12-23,1,8
394,297,691,2019-12-23,1,9
477,402,879,2019-12-23,1,10
547,471,1018,2019-12-23,1,11
542,529,1071,2019-12-23,1,12
548,507,1055,2019-12-23,1,13
440,505,945,2019-12-23,1,14
497,517,1014,2019-12-23,1,15
462,524,986,2019-12-23,1,16
435,471,906,2019-12-23,1,17
313,394,707,2019-12-23,1,18
259,352,611,2019-12-23,1,19
174,216,390,2019-12-23,1,20
130,147,277,2019-12-23,1,21
92,114,206,2019-12-23,1,22
46,79,125,2019-12-23,1,23
47,52,99,2019-12-23,1,24
19,28,47,2019-12-24,2,1
11,19,30,2019-12-24,2,2
16,17,33,2019-12-24,2,3
17,14,31,2019-12-24,2,4
20,18,38,2019-12-24,2,5
69,40,109,2019-12-24,2,6
59,68,127,2019-12-24,2,7
135,82,217,2019-12-24,2,8
193,140,333,2019-12-24,2,9
280,239,519,2019-12-24,2,10
350,318,668,2019-12-24,2,11
301,345,646,2019-12-24,2,12
286,379,665,2019-12-24,2,13
277,359,636,2019-12-24,2,14
279,331,610,2019-12-24,2,15
275,305,580,2019-12-24,2,16
271,244,515,2019-12-24,2,17
185,187,372,2019-12-24,2,18
104,86,190,2019-12-24,2,19
67,93,160,2019-12-24,2,20
103,100,203,2019-12-24,2,21
126,126,252,2019-12-24,2,22
156,151,307,2019-12-24,2,23
118,109,227,2019-12-24,2,24
65,68,133,2019-12-25,3,1
24,36,60,2019-12-25,3,2
12,16,28,2019-12-25,3,3
8,9,17,2019-12-25,3,4
12,12,24,2019-12-25,3,5
39,34,73,2019-12-25,3,6
31,31,62,2019-12-25,3,7
22,26,48,2019-12-25,3,8
49,53,102,2019-12-25,3,9
117,107,224,2019-12-25,3,10
202,212,414,2019-12-25,3,11
274,305,579,2019-12-25,3,12
274,291,565,2019-12-25,3,13
297,295,592,2019-12-25,3,14
352,343,695,2019-12-25,3,15
288,301,589,2019-12-25,3,16
282,282,564,2019-12-25,3,17
257,270,527,2019-12-25,3,18
206,197,403,2019-12-25,3,19
170,166,336,2019-12-25,3,20
145,150,295,2019-12-25,3,21
114,129,243,2019-12-25,3,22
74,84,158,2019-12-25,3,23
47,57,104,2019-12-25,3,24
27,30,57,2019-12-26,4,1
15,26,41,2019-12-26,4,2
24,26,50,2019-12-26,4,3
20,27,47,2019-12-26,4,4
19,21,40,2019-12-26,4,5
41,41,82,2019-12-26,4,6
33,30,63,2019-12-26,4,7
31,33,64,2019-12-26,4,8
58,54,112,2019-12-26,4,9
137,130,267,2019-12-26,4,10
221,229,450,2019-12-26,4,11
325,348,673,2019-12-26,4,12
362,349,711,2019-12-26,4,13
385,369,754,2019-12-26,4,14
408,433,841,2019-12-26,4,15
316,349,665,2019-12-26,4,16
290,285,575,2019-12-26,4,17
296,249,545,2019-12-26,4,18
218,215,433,2019-12-26,4,19
177,177,354,2019-12-26,4,20
147,171,318,2019-12-26,4,21
118,116,234,2019-12-26,4,22
60,59,119,2019-12-26,4,23
32,47,79,2019-12-26,4,24
21,30,51,2019-12-27,5,1
15,17,32,2019-12-27,5,2
3,12,15,2019-12-27,5,3
13,25,38,2019-12-27,5,4
33,30,63,2019-12-27,5,5
86,71,157,2019-12-27,5,6
132,102,234,2019-12-27,5,7
220,167,387,2019-12-27,5,8
263,222,485,2019-12-27,5,9
374,306,680,2019-12-27,5,10
495,407,902,2019-12-27,5,11
494,429,923,2019-12-27,5,12
455,435,890,2019-12-27,5,13
481,493,974,2019-12-27,5,14
479,491,970,2019-12-27,5,15
431,422,853,2019-12-27,5,16
327,412,739,2019-12-27,5,17
291,334,625,2019-12-27,5,18
249,316,565,2019-12-27,5,19
173,201,374,2019-12-27,5,20
133,156,289,2019-12-27,5,21
70,94,164,2019-12-27,5,22
66,94,160,2019-12-27,5,23
54,58,112,2019-12-27,5,24
21,35,56,2019-12-28,6,1
23,23,46,2019-12-28,6,2
9,11,20,2019-12-28,6,3
11,17,28,2019-12-28,6,4
27,27,54,2019-12-28,6,5
58,46,104,2019-12-28,6,6
55,51,106,2019-12-28,6,7
80,67,147,2019-12-28,6,8
190,129,319,2019-12-28,6,9
261,228,489,2019-12-28,6,10
408,341,749,2019-12-28,6,11
490,438,928,2019-12-28,6,12
475,511,986,2019-12-28,6,13
432,558,990,2019-12-28,6,14
385,560,945,2019-12-28,6,15
321,467,788,2019-12-28,6,16
345,392,737,2019-12-28,6,17
258,313,571,2019-12-28,6,18
184,232,416,2019-12-28,6,19
178,165,343,2019-12-28,6,20
108,157,265,2019-12-28,6,21
78,99,177,2019-12-28,6,22
66,97,163,2019-12-28,6,23
40,78,118,2019-12-28,6,24
39,39,78,2019-12-29,7,1
32,35,67,2019-12-29,7,2
20,15,35,2019-12-29,7,3
14,22,36,2019-12-29,7,4
19,12,31,2019-12-29,7,5
41,36,77,2019-12-29,7,6
28,40,68,2019-12-29,7,7
33,44,77,2019-12-29,7,8
67,57,124,2019-12-29,7,9
155,152,307,2019-12-29,7,10
231,221,452,2019-12-29,7,11
390,306,696,2019-12-29,7,12
441,357,798,2019-12-29,7,13
455,387,842,2019-12-29,7,14
446,404,850,2019-12-29,7,15
374,467,841,2019-12-29,7,16
268,411,679,2019-12-29,7,17
