Row,Number of vessels,Date,Hour
6583,8,2019-10-02,7
6584,7,2019-10-02,8
6585,4,2019-10-02,9
6586,2,2019-10-02,10
6587,2,2019-10-02,11
6588,1,2019-10-02,12
6589,2,2019-10-02,13
6590,6,2019-10-02,14
6591,6,2019-10-02,15
6592,5,2019-10-02,16
6593,2,2019-10-02,17
6594,3,2019-10-02,18
6595,4,2019-10-02,19
6596,6,2019-10-02,20
6597,9,2019-10-02,21
6598,5,2019-10-02,22
6599,4,2019-10-02,23
6600,2,2019-10-03,0
6601,2,2019-10-03,1
6602,3,2019-10-03,2
6603,3,2019-10-03,3
6604,5,2019-10-03,4
6605,5,2019-10-03,5
6606,7,2019-10-03,6
6607,7,2019-10-03,7
6608,6,2019-10-03,8
6609,6,2019-10-03,9
6610,6,2019-10-03,10
6611,4,2019-10-03,11
6612,3,2019-10-03,12
6613,6,2019-10-03,13
6614,7,2019-10-03,14
6615,9,2019-10-03,15
6616,7,2019-10-03,16
6617,8,2019-10-03,17
6618,4,2019-10-03,18
6619,3,2019-10-03,19
6620,6,2019-10-03,20
6621,7,2019-10-03,21
6622,5,2019-10-03,22
6623,8,2019-10-03,23
6624,9,2019-10-04,0
6625,9,2019-10-04,1
6626,9,2019-10-04,2
6627,8,2019-10-04,3
6628,7,2019-10-04,4
6629,8,2019-10-04,5
6630,5,2019-10-04,6
6631,6,2019-10-04,7
6632,5,2019-10-04,8
6633,6,2019-10-04,9
6634,10,2019-10-04,10
6635,9,2019-10-04,11
6636,9,2019-10-04,12
6637,8,2019-10-04,13
6638,5,2019-10-04,14
6639,1,2019-10-04,15
6640,0,2019-10-04,16
6641,2,2019-10-04,17
6642,8,2019-10-04,18
6643,9,2019-10-04,19
6644,11,2019-10-04,20
6645,8,2019-10-04,21
6646,6,2019-10-04,22
6647,1,2019-10-04,23
6648,0,2019-10-05,0
6649,2,2019-10-05,1
6650,5,2019-10-05,2
6651,4,2019-10-05,3
6652,6,2019-10-05,4
6653,5,2019-10-05,5
6654,7,2019-10-05,6
6655,11,2019-10-05,7
6656,8,2019-10-05,8
6657,4,2019-10-05,9
6658,6,2019-10-05,10
6659,6,2019-10-05,11
6660,7,2019-10-05,12
6661,9,2019-10-05,13
6662,4,2019-10-05,14
6663,4,2019-10-05,15
6664,3,2019-10-05,16
6665,3,2019-10-05,17
6666,3,2019-10-05,18
6667,2,2019-10-05,19
6668,2,2019-10-05,20
6669,2,2019-10-05,21
6670,0,2019-10-05,22
6671,0,2019-10-05,23
6672,4,2019-10-06,0
6673,6,2019-10-06,1
6674,8,2019-10-06,2
6675,11,2019-10-06,3
6676,11,2019-10-06,4
6677,11,2019-10-06,5
6678,9,2019-10-06,6
6679,10,2019-10-06,7
6680,10,2019-10-06,8
6681,10,2019-10-06,9
6682,7,2019-10-06,10
6683,8,2019-10-06,11
6684,10,2019-10-06,12
6685,7,2019-10-06,13
6686,10,2019-10-06,14
6687,7,2019-10-06,15
6688,7,2019-10-06,16
6689,7,2019-10-06,17
6690,8,2019-10-06,18
6691,6,2019-10-06,19
6692,2,2019-10-06,20
6693,4,2019-10-06,21
6694,3,2019-10-06,22
6695,3,2019-10-06,23
6696,4,2019-10-07,0
6697,5,2019-10-07,1
6698,5,2019-10-07,2
6699,7,2019-10-07,3
6700,7,2019-10-07,4
6701,8,2019-10-07,5
6702,7,2019-10-07,6
6703,6,2019-10-07,7
6704,3,2019-10-07,8
6705,4,2019-10-07,9
6706,12,2019-10-07,10
6707,11,2019-10-07,11
6708,10,2019-10-07,12
6709,3,2019-10-07,13
6710,0,2019-10-07,14
6711,4,2019-10-07,15
6712,6,2019-10-07,16
6713,5,2019-10-07,17
6714,3,2019-10-07,18
6715,1,2019-10-07,19
6716,4,2019-10-07,20
6717,5,2019-10-07,21
6718,7,2019-10-07,22
6719,7,2019-10-07,23
6720,8,2019-10-08,0
6721,6,2019-10-08,1
6722,7,2019-10-08,2
6723,3,2019-10-08,3
6724,3,2019-10-08,4
6725,3,2019-10-08,5
6726,4,2019-10-08,6
6727,5,2019-10-08,7
6728,3,2019-10-08,8
6729,2,2019-10-08,9
6730,2,2019-10-08,10
6731,3,2019-10-08,11
6732,2,2019-10-08,12
6733,6,2019-10-08,13
6734,4,2019-10-08,14
6735,7,2019-10-08,15
6736,7,2019-10-08,16
6737,10,2019-10-08,17
6738,6,2019-10-08,18
6739,3,2019-10-08,19
6740,4,2019-10-08,20
6741,3,2019-10-08,21
6742,3,2019-10-08,22
6743,6,2019-10-08,23
6744,4,2019-10-09,0
6745,3,2019-10-09,1
6746,2,2019-10-09,2
6747,4,2019-10-09,3
6748,4,2019-10-09,4
6749,4,2019-10-09,5
6750,1,2019-10-09,6
6751,1,2019-10-09,7
6752,2,2019-10-09,8
6753,2,2019-10-09,9
6754,1,2019-10-09,10
6755,2,2019-10-09,11
6756,4,2019-10-09,12
6757,9,2019-10-09,13
6758,8,2019-10-09,14
6759,6,2019-10-09,15
6760,2,2019-10-09,16
6761,3,2019-10-09,17
6762,4,2019-10-09,18
6763,5,2019-10-09,19
6764,7,2019-10-09,20
6765,5,2019-10-09,21
6766,2,2019-10-09,22
6767,4,2019-10-09,23
6768,6,2019-10-10,0
6769,5,2019-10-10,1
6770,6,2019-10-10,2
6771,6,2019-10-10,3
6772,2,2019-10-10,4
6773,6,2019-10-10,5
6774,5,2019-10-10,6
6775,5,2019-10-10,7
6776,4,2019-10-10,8
6777,7,2019-10-10,9
6778,9,2019-10-10,10
6779,7,2019-10-10,11
6780,6,2019-10-10,12
6781,6,2019-10-10,13
6782,5,2019-10-10,14
6783,5,2019-10-10,15
6784,3,2019-10-10,16
6785,1,2019-10-10,17
6786,2,2019-10-10,18
6787,4,2019-10-10,19
6788,2,2019-10-10,20
6789,1,2019-10-10,21
6790,1,2019-10-10,22
6791,5,2019-10-10,23
6792,6,2019-10-11,0
6793,7,2019-10-11,1
6794,9,2019-10-11,2
6795,9,2019-10-11,3
6796,10,2019-10-11,4
6797,8,2019-10-11,5
6798,9,2019-10-11,6
6799,8,2019-10-11,7
6800,8,2019-10-11,8
6801,5,2019-10-11,9
6802,3,2019-10-11,10
6803,4,2019-10-11,11
6804,5,2019-10-11,12
6805,4,2019-10-11,13
6806,2,2019-10-11,14
6807,4,2019-10-11,15
6808,5,2019-10-11,16
6809,6,2019-10-11,17
6810,4,2019-10-11,18
6811,6,2019-10-11,19
6812,7,2019-10-11,20
6813,6,2019-10-11,21
6814,5,2019-10-11,22
6815,2,2019-10-11,23
6816,1,2019-10-12,0
6817,4,2019-10-12,1
6818,3,2019-10-12,2
6819,0,2019-10-12,3
6820,1,2019-10-12,4
6821,7,2019-10-12,5
6822,7,2019-10-12,6
6823,8,2019-10-12,7
6824,7,2019-10-12,8
6825,7,2019-10-12,9
6826,4,2019-10-12,10
6827,3,2019-10-12,11
6828,3,2019-10-12,12
6829,9,2019-10-12,13
6830,14,2019-10-12,14
6831,12,2019-10-12,15
6832,10,2019-10-12,16
6833,11,2019-10-12,17
6834,10,2019-10-12,18
6835,6,2019-10-12,19
6836,6,2019-10-12,20
6837,7,2019-10-12,21
6838,10,2019-10-12,22
6839,6,2019-10-12,23
6840,4,2019-10-13,0
6841,4,2019-10-13,1
6842,2,2019-10-13,2
6843,3,2019-10-13,3
6844,6,2019-10-13,4
6845,9,2019-10-13,5
6846,4,2019-10-13,6
6847,2,2019-10-13,7
6848,4,2019-10-13,8
6849,6,2019-10-13,9
6850,4,2019-10-13,10
6851,3,2019-10-13,11
6852,2,2019-10-13,12
6853,5,2019-10-13,13
6854,5,2019-10-13,14
6855,9,2019-10-13,15
6856,6,2019-10-13,16
6857,6,2019-10-13,17
6858,4,2019-10-13,18
6859,6,2019-10-13,19
6860,8,2019-10-13,20
6861,8,2019-10-13,21
6862,6,2019-10-13,22
6863,1,2019-10-13,23
6864,1,2019-10-14,0
6865,1,2019-10-14,1
6866,3,2019-10-14,2
6867,6,2019-10-14,3
6868,9,2019-10-14,4
6869,8,2019-10-14,5
6870,10,2019-10-14,6
6871,11,2019-10-14,7
6872,9,2019-10-14,8
6873,7,2019-10-14,9
6874,7,2019-10-14,10
6875,6,2019-10-14,11
6876,6,2019-10-14,12
6877,7,2019-10-14,13
6878,7,2019-10-14,14
6879,6,2019-10-14,15
6880,5,2019-10-14,16
6881,4,2019-10-14,17
6882,4,2019-10-14,18
6883,1,2019-10-14,19
6884,6,2019-10-14,20
6885,7,2019-10-14,21
6886,8,2019-10-14,22
6887,6,2019-10-14,23
6888,5,2019-10-15,0
6889,7,2019-10-15,1
6890,6,2019-10-15,2
6891,5,2019-10-15,3
6892,6,2019-10-15,4
6893,7,2019-10-15,5
6894,10,2019-10-15,6
6895,8,2019-10-15,7
6896,6,2019-10-15,8
6897,5,2019-10-15,9
6898,4,2019-10-15,10
6899,1,2019-10-15,11
6900,3,2019-10-15,12
6901,3,2019-10-15,13
6902,4,2019-10-15,14
6903,4,2019-10-15,15
6904,2,2019-10-15,16
6905,1,2019-10-15,17
6906,0,2019-10-15,18
6907,1,2019-10-15,19
6908,2,2019-10-15,20
6909,2,2019-10-15,21
6910,1,2019-10-15,22
6911,0,2019-10-15,23
6912,3,2019-10-16,0
6913,4,2019-10-16,1
6914,3,2019-10-16,2
6915,5,2019-10-16,3
6916,7,2019-10-16,4
6917,8,2019-10-16,5
6918,5,2019-10-16,6
6919,5,2019-10-16,7
6920,6,2019-10-16,8
6921,5,2019-10-16,9
6922,4,2019-10-16,10
6923,2,2019-10-16,11
6924,2,2019-10-16,12
6925,4,2019-10-16,13
6926,4,2019-10-16,14
6927,2,2019-10-16,15
6928,1,2019-10-16,16
6929,2,2019-10-16,17
6930,7,2019-10-16,18
6931,7,2019-10-16,19
6932,9,2019-10-16,20
6933,7,2019-10-16,21
6934,10,2019-10-16,22
6935,6,2019-10-16,23
6936,3,2019-10-17,0
6937,3,2019-10-17,1
6938,4,2019-10-17,2
6939,4,2019-10-17,3
6940,6,2019-10-17,4
6941,7,2019-10-17,5
6942,8,2019-10-17,6
6943,5,2019-10-17,7
6944,3,2019-10-17,8
6945,4,2019-10-17,9
6946,5,2019-10-17,10
6947,2,2019-10-17,11
6948,3,2019-10-17,12
6949,4,2019-10-17,13
6950,3,2019-10-17,14
6951,4,2019-10-17,15
6952,4,2019-10-17,16
6953,4,2019-10-17,17
6954,6,2019-10-17,18
6955,7,2019-10-17,19
6956,6,2019-10-17,20
6957,3,2019-10-17,21
6958,5,2019-10-17,22
6959,5,2019-10-17,23
6960,3,2019-10-18,0
6961,3,2019-10-18,1
6962,5,2019-10-18,2
6963,4,2019-10-18,3
6964,3,2019-10-18,4
6965,6,2019-10-18,5
6966,9,2019-10-18,6
6967,13,2019-10-18,7
6968,9,2019-10-18,8
6969,6,2019-10-18,9
6970,8,2019-10-18,10
6971,8,2019-10-18,11
6972,12,2019-10-18,12
6973,9,2019-10-18,13
6974,8,2019-10-18,14
6975,1,2019-10-18,15
6976,4,2019-10-18,16
6977,4,2019-10-18,17
6978,5,2019-10-18,18
6979,5,2019-10-18,19
6980,7,2019-10-18,20
6981,6,2019-10-18,21
6982,9,2019-10-18,22
6983,7,2019-10-18,23
6984,4,2019-10-19,0
6985,6,2019-10-19,1
6986,6,2019-10-19,2
6987,4,2019-10-19,3
6988,5,2019-10-19,4
6989,6,2019-10-19,5
6990,4,2019-10-19,6
6991,5,2019-10-19,7
6992,8,2019-10-19,8
6993,4,2019-10-19,9
6994,6,2019-10-19,10
6995,4,2019-10-19,11
6996,7,2019-10-19,12
6997,4,2019-10-19,13
6998,6,2019-10-19,14
6999,8,2019-10-19,15
7000,7,2019-10-19,16
7001,7,2019-10-19,17
7002,4,2019-10-19,18
7003,3,2019-10-19,19
7004,4,2019-10-19,20
7005,5,2019-10-19,21
7006,7,2019-10-19,22
7007,6,2019-10-19,23
7008,9,2019-10-20,0
7009,12,2019-10-20,1
7010,10,2019-10-20,2
7011,10,2019-10-20,3
7012,6,2019-10-20,4
7013,9,2019-10-20,5
7014,9,2019-10-20,6
7015,9,2019-10-20,7
7016,3,2019-10-20,8
7017,4,2019-10-20,9
7018,6,2019-10-20,10
7019,6,2019-10-20,11
7020,8,2019-10-20,12
7021,6,2019-10-20,13
7022,6,2019-10-20,14
7023,9,2019-10-20,15
7024,7,2019-10-20,16
7025,6,2019-10-20,17
7026,4,2019-10-20,18
7027,8,2019-10-20,19
7028,10,2019-10-20,20
7029,8,2019-10-20,21
7030,6,2019-10-20,22
7031,7,2019-10-20,23
7032,5,2019-10-21,0
7033,10,2019-10-21,1
7034,6,2019-10-21,2
7035,6,2019-10-21,3
7036,2,2019-10-21,4
7037,8,2019-10-21,5
7038,7,2019-10-21,6
7039,8,2019-10-21,7
7040,6,2019-10-21,8
7041,6,2019-10-21,9
7042,4,2019-10-21,10
7043,3,2019-10-21,11
7044,6,2019-10-21,12
7045,7,2019-10-21,13
7046,7,2019-10-21,14
7047,9,2019-10-21,15
7048,7,2019-10-21,16
7049,5,2019-10-21,17
7050,4,2019-10-21,18
7051,4,2019-10-21,19
7052,3,2019-10-21,20
7053,4,2019-10-21,21
7054,5,2019-10-21,22
7055,5,2019-10-21,23
7056,2,2019-10-22,0
7057,6,2019-10-22,1
7058,7,2019-10-22,2
7059,7,2019-10-22,3
7060,5,2019-10-22,4
7061,8,2019-10-22,5
7062,7,2019-10-22,6
7063,6,2019-10-22,7
7064,4,2019-10-22,8
7065,8,2019-10-22,9
7066,8,2019-10-22,10
7067,6,2019-10-22,11
7068,3,2019-10-22,12
7069,3,2019-10-22,13
7070,1,2019-10-22,14
7071,3,2019-10-22,15
7072,5,2019-10-22,16
7073,3,2019-10-22,17
7074,1,2019-10-22,18
7075,3,2019-10-22,19
7076,3,2019-10-22,20
7077,3,2019-10-22,21
7078,3,2019-10-22,22
7079,6,2019-10-22,23
7080,7,2019-10-23,0
7081,11,2019-10-23,1
7082,12,2019-10-23,2
7083,9,2019-10-23,3
7084,8,2019-10-23,4
7085,5,2019-10-23,5
7086,5,2019-10-23,6
7087,7,2019-10-23,7
7088,6,2019-10-23,8
7089,11,2019-10-23,9
7090,11,2019-10-23,10
7091,11,2019-10-23,11
7092,5,2019-10-23,12
7093,3,2019-10-23,13
7094,4,2019-10-23,14
7095,5,2019-10-23,15
7096,8,2019-10-23,16
7097,8,2019-10-23,17
7098,7,2019-10-23,18
7099,4,2019-10-23,19
7100,5,2019-10-23,20
7101,3,2019-10-23,21
7102,8,2019-10-23,22
7103,9,2019-10-23,23
7104,7,2019-10-24,0
7105,5,2019-10-24,1
7106,6,2019-10-24,2
7107,7,2019-10-24,3
7108,8,2019-10-24,4
7109,8,2019-10-24,5
7110,6,2019-10-24,6
7111,11,2019-10-24,7
7112,8,2019-10-24,8
7113,10,2019-10-24,9
7114,7,2019-10-24,10
7115,8,2019-10-24,11
7116,7,2019-10-24,12
7117,4,2019-10-24,13
7118,6,2019-10-24,14
7119,8,2019-10-24,15
7120,7,2019-10-24,16
7121,4,2019-10-24,17
7122,2,2019-10-24,18
7123,6,2019-10-24,19
7124,5,2019-10-24,20
7125,7,2019-10-24,21
7126,6,2019-10-24,22
7127,5,2019-10-24,23
7128,5,2019-10-25,0
7129,5,2019-10-25,1
7130,6,2019-10-25,2
7131,7,2019-10-25,3
7132,9,2019-10-25,4
7133,9,2019-10-25,5
7134,9,2019-10-25,6
7135,9,2019-10-25,7
7136,9,2019-10-25,8
7137,7,2019-10-25,9
7138,7,2019-10-25,10
7139,8,2019-10-25,11
7140,8,2019-10-25,12
7141,5,2019-10-25,13
7142,5,2019-10-25,14
7143,6,2019-10-25,15
7144,6,2019-10-25,16
7145,5,2019-10-25,17
7146,2,2019-10-25,18
7147,2,2019-10-25,19
7148,3,2019-10-25,20
7149,1,2019-10-25,21
7150,1,2019-10-25,22
7151,0,2019-10-25,23
7152,5,2019-10-26,0
7153,5,2019-10-26,1
7154,7,2019-10-26,2
7155,5,2019-10-26,3
7156,4,2019-10-26,4
7157,6,2019-10-26,5
7158,5,2019-10-26,6
7159,8,2019-10-26,7
7160,7,2019-10-26,8
7161,9,2019-10-26,9
7162,7,2019-10-26,10
7163,4,2019-10-26,11
7164,9,2019-10-26,12
7165,11,2019-10-26,13
7166,14,2019-10-26,14
7167,10,2019-10-26,15
7168,8,2019-10-26,16
7169,15,2019-10-26,17
7170,11,2019-10-26,18
7171,12,2019-10-26,19
7172,9,2019-10-26,20
7173,5,2019-10-26,21
7174,6,2019-10-26,22
7175,7,2019-10-26,23
7176,4,2019-10-27,0
7177,4,2019-10-27,1
7178,3,2019-10-27,2
7179,3,2019-10-27,3
7180,3,2019-10-27,4
7181,4,2019-10-27,5
7182,4,2019-10-27,6
7183,5,2019-10-27,7
7184,8,2019-10-27,8
7185,7,2019-10-27,9
7186,6,2019-10-27,10
7187,3,2019-10-27,11
7188,6,2019-10-27,12
7189,7,2019-10-27,13
7190,10,2019-10-27,14
7191,11,2019-10-27,15
7192,8,2019-10-27,16
7193,11,2019-10-27,17
7194,10,2019-10-27,18
7195,5,2019-10-27,19
7196,5,2019-10-27,20
7197,7,2019-10-27,21
7198,9,2019-10-27,22
7199,8,2019-10-27,23
7200,6,2019-10-28,0
7201,6,2019-10-28,1
7202,6,2019-10-28,2
7203,4,2019-10-28,3
7204,8,2019-10-28,4
7205,10,2019-10-28,5
7206,8,2019-10-28,6
7207,3,2019-10-28,7
7208,2,2019-10-28,8
7209,6,2019-10-28,9
7210,6,2019-10-28,10
7211,7,2019-10-28,11
7212,4,2019-10-28,12
7213,6,2019-10-28,13
7214,5,2019-10-28,14
7215,6,2019-10-28,15
7216,8,2019-10-28,16
7217,5,2019-10-28,17
7218,7,2019-10-28,18
7219,6,2019-10-28,19
7220,4,2019-10-28,20
7221,4,2019-10-28,21
7222,5,2019-10-28,22
7223,4,2019-10-28,23
7224,6,2019-10-29,0
7225,8,2019-10-29,1
7226,6,2019-10-29,2
7227,6,2019-10-29,3
7228,5,2019-10-29,4
7229,8,2019-10-29,5
7230,9,2019-10-29,6
7231,11,2019-10-29,7
7232,4,2019-10-29,8
7233,1,2019-10-29,9
7234,2,2019-10-29,10
7235,2,2019-10-29,11
7236,2,2019-10-29,12
7237,1,2019-10-29,13
7238,1,2019-10-29,14
7239,5,2019-10-29,15
7240,7,2019-10-29,16
7241,10,2019-10-29,17
7242,5,2019-10-29,18
7243,7,2019-10-29,19
7244,4,2019-10-29,20
7245,4,2019-10-29,21
7246,1,2019-10-29,22
7247,5,2019-10-29,23
7248,7,2019-10-30,0
7249,7,2019-10-30,1
7250,5,2019-10-30,2
7251,5,2019-10-30,3
7252,4,2019-10-30,4
7253,7,2019-10-30,5
7254,10,2019-10-30,6
7255,8,2019-10-30,7
7256,8,2019-10-30,8
7257,6,2019-10-30,9
7258,5,2019-10-30,10
7259,4,2019-10-30,11
7260,7,2019-10-30,12
7261,5,2019-10-30,13
7262,4,2019-10-30,14
7263,1,2019-10-30,15
7264,0,2019-10-30,16
7265,5,2019-10-30,17
7266,6,2019-10-30,18
7267,9,2019-10-30,19
7268,5,2019-10-30,20
7269,7,2019-10-30,21
7270,5,2019-10-30,22
7271,8,2019-10-30,23
7272,5,2019-10-31,0
7273,7,2019-10-31,1
7274,6,2019-10-31,2
7275,7,2019-10-31,3
7276,5,2019-10-31,4
7277,6,2019-10-31,5
7278,3,2019-10-31,6
7279,2,2019-10-31,7
7280,3,2019-10-31,8
7281,4,2019-10-31,9
7282,3,2019-10-31,10
7283,3,2019-10-31,11
7284,2,2019-10-31,12
7285,5,2019-10-31,13
7286,5,2019-10-31,14
7287,4,2019-10-31,15
7288,4,2019-10-31,16
7289,6,2019-10-31,17
7290,6,2019-10-31,18
7291,4,2019-10-31,19
7292,8,2019-10-31,20
7293,9,2019-10-31,21
7294,11,2019-10-31,22
7295,8,2019-10-31,23
7296,3,2019-11-01,0
7297,3,2019-11-01,1
7298,4,2019-11-01,2
7299,4,2019-11-01,3
7300,1,2019-11-01,4
7301,4,2019-11-01,5
7302,13,2019-11-01,6
7303,11,2019-11-01,7
7304,13,2019-11-01,8
7305,12,2019-11-01,9
7306,7,2019-11-01,10
7307,9,2019-11-01,11
7308,6,2019-11-01,12
7309,4,2019-11-01,13
7310,7,2019-11-01,14
7311,6,2019-11-01,15
7312,9,2019-11-01,16
7313,4,2019-11-01,17
7314,4,2019-11-01,18
7315,3,2019-11-01,19
7316,5,2019-11-01,20
7317,10,2019-11-01,21
7318,12,2019-11-01,22
7319,11,2019-11-01,23
7320,9,2019-11-02,0
7321,10,2019-11-02,1
7322,14,2019-11-02,2
7323,10,2019-11-02,3
7324,5,2019-11-02,4
7325,4,2019-11-02,5
7326,8,2019-11-02,6
7327,14,2019-11-02,7
7328,20,2019-11-02,8
7329,17,2019-11-02,9
7330,14,2019-11-02,10
7331,9,2019-11-02,11
7332,9,2019-11-02,12
7333,7,2019-11-02,13
7334,8,2019-11-02,14
7335,8,2019-11-02,15
7336,7,2019-11-02,16
7337,9,2019-11-02,17
7338,9,2019-11-02,18
7339,14,2019-11-02,19
7340,14,2019-11-02,20
7341,12,2019-11-02,21
7342,8,2019-11-02,22
7343,9,2019-11-02,23
7344,6,2019-11-03,0
7345,6,2019-11-03,1
7346,8,2019-11-03,2
7347,9,2019-11-03,3
7348,11,2019-11-03,4
7349,13,2019-11-03,5
7350,13,2019-11-03,6
7351,12,2019-11-03,7
7352,11,2019-11-03,8
7353,9,2019-11-03,9
7354,9,2019-11-03,10
7355,11,2019-11-03,11
7356,8,2019-11-03,12
7357,6,2019-11-03,13
7358,5,2019-11-03,14
7359,4,2019-11-03,15
7360,4,2019-11-03,16
7361,6,2019-11-03,17
7362,5,2019-11-03,18
7363,8,2019-11-03,19
7364,9,2019-11-03,20
7365,9,2019-11-03,21
7366,6,2019-11-03,22
7367,6,2019-11-03,23
7368,7,2019-11-04,0
7369,8,2019-11-04,1
7370,8,2019-11-04,2
7371,4,2019-11-04,3
7372,1,2019-11-04,4
7373,4,2019-11-04,5
7374,3,2019-11-04,6
7375,1,2019-11-04,7
7376,3,2019-11-04,8
7377,6,2019-11-04,9
7378,6,2019-11-04,10
7379,5,2019-11-04,11
7380,2,2019-11-04,12
7381,2,2019-11-04,13
7382,4,2019-11-04,14
7383,3,2019-11-04,15
7384,3,2019-11-04,16
7385,3,2019-11-04,17
7386,1,2019-11-04,18
7387,2,2019-11-04,19
7388,2,2019-11-04,20
7389,1,2019-11-04,21
7390,0,2019-11-04,22
7391,0,2019-11-04,23
7392,6,2019-11-05,0
7393,6,2019-11-05,1
7394,6,2019-11-05,2
7395,7,2019-11-05,3
7396,6,2019-11-05,4
7397,8,2019-11-05,5
7398,3,2019-11-05,6
7399,6,2019-11-05,7
7400,11,2019-11-05,8
7401,9,2019-11-05,9
7402,11,2019-11-05,10
7403,8,2019-11-05,11
7404,4,2019-11-05,12
7405,2,2019-11-05,13
7406,2,2019-11-05,14
7407,2,2019-11-05,15
7408,6,2019-11-05,16
7409,7,2019-11-05,17
7410,6,2019-11-05,18
7411,3,2019-11-05,19
7412,1,2019-11-05,20
7413,3,2019-11-05,21
7414,5,2019-11-05,22
7415,8,2019-11-05,23
7416,9,2019-11-06,0
7417,8,2019-11-06,1
7418,6,2019-11-06,2
7419,7,2019-11-06,3
7420,4,2019-11-06,4
7421,6,2019-11-06,5
7422,3,2019-11-06,6
7423,6,2019-11-06,7
7424,4,2019-11-06,8
7425,3,2019-11-06,9
7426,5,2019-11-06,10
7427,4,2019-11-06,11
7428,6,2019-11-06,12
7429,2,2019-11-06,13
7430,1,2019-11-06,14
7431,4,2019-11-06,15
7432,3,2019-11-06,16
7433,4,2019-11-06,17
7434,3,2019-11-06,18
7435,4,2019-11-06,19
7436,5,2019-11-06,20
7437,3,2019-11-06,21
7438,3,2019-11-06,22
7439,9,2019-11-06,23
7440,11,2019-11-07,0
7441,12,2019-11-07,1
7442,9,2019-11-07,2
7443,6,2019-11-07,3
7444,8,2019-11-07,4
7445,8,2019-11-07,5
7446,6,2019-11-07,6
7447,6,2019-11-07,7
7448,7,2019-11-07,8
7449,6,2019-11-07,9
7450,7,2019-11-07,10
7451,9,2019-11-07,11
7452,12,2019-11-07,12
7453,11,2019-11-07,13
7454,9,2019-11-07,14
7455,7,2019-11-07,15
7456,6,2019-11-07,16
7457,7,2019-11-07,17
7458,5,2019-11-07,18
7459,5,2019-11-07,19
7460,7,2019-11-07,20
7461,9,2019-11-07,21
7462,6,2019-11-07,22
7463,4,2019-11-07,23
7464,2,2019-11-08,0
7465,2,2019-11-08,1
7466,3,2019-11-08,2
7467,5,2019-11-08,3
7468,7,2019-11-08,4
7469,11,2019-11-08,5
7470,11,2019-11-08,6
7471,11,2019-11-08,7
7472,13,2019-11-08,8
7473,13,2019-11-08,9
7474,8,2019-11-08,10
7475,9,2019-11-08,11
7476,5,2019-11-08,12
7477,9,2019-11-08,13
7478,5,2019-11-08,14
7479,6,2019-11-08,15
7480,3,2019-11-08,16
7481,6,2019-11-08,17
7482,4,2019-11-08,18
7483,7,2019-11-08,19
7484,4,2019-11-08,20
7485,6,2019-11-08,21
7486,6,2019-11-08,22
7487,8,2019-11-08,23
7488,3,2019-11-09,0
7489,5,2019-11-09,1
7490,8,2019-11-09,2
7491,10,2019-11-09,3
7492,8,2019-11-09,4
7493,8,2019-11-09,5
7494,10,2019-11-09,6
7495,11,2019-11-09,7
7496,8,2019-11-09,8
7497,11,2019-11-09,9
7498,7,2019-11-09,10
7499,7,2019-11-09,11
7500,10,2019-11-09,12
7501,11,2019-11-09,13
7502,11,2019-11-09,14
7503,8,2019-11-09,15
7504,9,2019-11-09,16
7505,5,2019-11-09,17
7506,8,2019-11-09,18
7507,9,2019-11-09,19
7508,11,2019-11-09,20
7509,10,2019-11-09,21
7510,7,2019-11-09,22
7511,6,2019-11-09,23
7512,7,2019-11-10,0
7513,10,2019-11-10,1
7514,15,2019-11-10,2
7515,12,2019-11-10,3
7516,15,2019-11-10,4
7517,13,2019-11-10,5
7518,7,2019-11-10,6
7519,9,2019-11-10,7
7520,8,2019-11-10,8
7521,5,2019-11-10,9
7522,3,2019-11-10,10
7523,4,2019-11-10,11
7524,5,2019-11-10,12
7525,9,2019-11-10,13
7526,6,2019-11-10,14
7527,6,2019-11-10,15
7528,12,2019-11-10,16
7529,14,2019-11-10,17
7530,14,2019-11-10,18
7531,8,2019-11-10,19
7532,11,2019-11-10,20
7533,10,2019-11-10,21
7534,8,2019-11-10,22
7535,4,2019-11-10,23
7536,1,2019-11-11,0
7537,4,2019-11-11,1
7538,5,2019-11-11,2
7539,6,2019-11-11,3
7540,6,2019-11-11,4
7541,7,2019-11-11,5
7542,7,2019-11-11,6
7543,10,2019-11-11,7
7544,10,2019-11-11,8
7545,10,2019-11-11,9
7546,9,2019-11-11,10
7547,6,2019-11-11,11
7548,6,2019-11-11,12
7549,4,2019-11-11,13
7550,5,2019-11-11,14
7551,5,2019-11-11,15
7552,4,2019-11-11,16
7553,4,2019-11-11,17
7554,3,2019-11-11,18
7555,3,2019-11-11,19
7556,3,2019-11-11,20
7557,4,2019-11-11,21
7558,3,2019-11-11,22
7559,5,2019-11-11,23
7560,4,2019-11-12,0
7561,2,2019-11-12,1
7562,3,2019-11-12,2
7563,4,2019-11-12,3
7564,4,2019-11-12,4
7565,5,2019-11-12,5
7566,6,2019-11-12,6
7567,6,2019-11-12,7
7568,4,2019-11-12,8
7569,2,2019-11-12,9
7570,4,2019-11-12,10
7571,2,2019-11-12,11
7572,1,2019-11-12,12
7573,3,2019-11-12,13
7574,4,2019-11-12,14
7575,6,2019-11-12,15
7576,6,2019-11-12,16
7577,9,2019-11-12,17
7578,6,2019-11-12,18
7579,8,2019-11-12,19
7580,10,2019-11-12,20
